user_id,product_id,quantity
1,2,1
1,3,1
1,137756,1
1,152486,1
2,5,1
2,6,1
2,7,1
2,8,1
2,23529,1
2,31044,1
3,10,1
3,11,1
3,12,1
3,13,1
3,27393,1
3,49870,1
4,14,1
4,16,1
4,17,1
4,33790,1
4,119141,1
5,18,1
5,19,1
5,21,1
5,22,1
5,23,1
5,25,1
5,8873,1
5,137757,1
6,27,1
6,28,1
6,29,1
6,30,1
6,31,1
6,137758,1
7,32,1
7,33,1
7,34,1
7,66755,1
7,152488,1
8,37,1
8,38,1
8,39,1
8,42,1
8,43,1
8,44,1
8,45,1
8,47,1
8,48,1
8,49,1
8,51,1
8,52,1
8,53,1
8,54,1
8,55,1
8,57,1
8,58,1
8,59,1
8,60,1
8,61,1
8,62,1
8,63,1
8,64,1
8,65,1
8,66,1
8,67,1
8,68,1
8,69,1
8,71,1
8,74,1
8,76,1
8,3540,1
8,54582,1
9,78,1
9,79,1
9,80,1
9,601,1
9,152489,1
10,82,1
10,85,1
10,86,1
10,87,1
10,88,1
10,89,1
10,26124,1
10,152490,1
11,90,1
11,91,1
11,92,1
11,9786,1
11,39870,1
12,94,1
12,95,1
12,96,1
12,97,1
12,98,1
12,99,1
12,100,1
12,103,1
12,105,1
12,106,1
12,15935,1
12,152491,1
13,107,1
13,108,1
13,109,1
13,23136,1
13,137759,1
14,111,1
14,112,1
14,113,1
14,3082,1
15,107,1
15,114,1
15,25220,1
15,61282,1
16,116,1
16,117,1
16,118,1
16,119,1
16,35260,1
17,120,1
17,121,1
17,122,1
17,137760,1
18,123,1
18,125,1
18,126,1
18,127,1
18,90310,1
18,152492,1
19,128,1
19,129,1
19,130,1
19,14698,1
19,113711,1
20,132,1
20,133,1
20,135,1
20,12829,1
20,49387,1
21,136,1
21,138,1
21,140,1
21,141,1
21,1572,1
21,14313,1
22,142,1
22,143,1
22,144,1
22,137761,1
23,145,1
23,146,1
23,148,1
23,149,1
23,150,1
23,88421,1
23,152493,1
24,153,1
24,154,1
24,27854,1
24,34095,1
25,156,1
25,157,1
25,158,1
25,6895,1
25,29471,1
26,159,1
26,161,1
26,8409,1
26,45287,1
27,162,1
27,163,1
27,164,1
27,165,1
27,16233,1
28,166,1
28,167,1
28,168,1
28,21611,1
29,169,1
29,170,1
29,171,1
29,173,1
29,13507,1
29,152494,1
30,175,1
30,176,1
30,177,1
30,178,1
30,179,1
30,180,1
30,181,1
30,182,1
31,184,1
31,185,1
31,4296,1
31,26172,1
32,186,1
32,189,1
32,190,1
32,191,1
32,44655,1
32,65578,1
33,192,1
33,194,1
33,17129,1
33,84660,1
34,196,1
34,197,1
34,500,1
34,40091,1
35,199,1
35,200,1
35,201,1
35,202,1
35,203,1
35,204,1
35,205,1
35,7339,1
36,208,1
36,209,1
36,210,1
36,211,1
36,212,1
36,250,1
36,59791,1
37,213,1
37,214,1
37,215,1
37,97699,1
38,216,1
38,217,1
38,218,1
38,5326,1
38,9133,1
39,220,1
39,222,1
39,20007,1
39,152496,1
40,224,1
40,225,1
40,226,1
40,3122,1
40,152497,1
41,227,1
41,229,1
41,230,1
41,231,1
41,23719,1
41,137762,1
42,233,1
42,234,1
42,236,1
42,237,1
42,238,1
42,13463,1
42,152498,1
43,239,1
43,240,1
43,241,1
43,2075,1
44,243,1
44,244,1
44,245,1
44,137763,1
44,152499,1
45,246,1
45,248,1
45,249,1
45,56305,1
45,108131,1
46,250,1
46,252,1
46,137764,1
46,152500,1
47,253,1
47,255,1
47,256,1
47,95700,1
47,152501,1
48,257,1
48,258,1
48,259,1
48,260,1
48,261,1
48,263,1
48,264,1
48,265,1
48,266,1
48,14816,1
49,269,1
49,270,1
49,271,1
49,272,1
49,137766,1
49,152502,1
50,273,1
50,274,1
50,275,1
50,276,1
50,277,1
50,278,1
50,280,1
50,19955,1
51,281,1
51,283,1
51,284,1
51,285,1
51,286,1
51,152503,1
52,288,1
52,289,1
52,290,1
52,291,1
52,3032,1
52,53527,1
53,292,1
53,293,1
53,295,1
53,296,1
53,297,1
53,298,1
53,299,1
53,300,1
53,301,1
53,302,1
53,303,1
53,304,1
53,305,1
53,306,1
53,308,1
53,309,1
53,310,1
53,311,1
53,313,1
53,314,1
53,315,1
53,317,1
53,318,1
53,319,1
53,321,1
53,322,1
53,323,1
53,325,1
53,152504,1
54,326,1
54,327,1
54,32675,1
54,38208,1
55,328,1
55,329,1
55,332,1
55,333,1
55,334,1
55,13907,1
55,137767,1
56,336,1
56,337,1
56,54264,1
56,95605,1
57,338,1
57,339,1
57,341,1
57,342,1
57,343,1
57,344,1
57,345,1
57,346,1
57,1488,1
58,348,1
58,349,1
58,350,1
58,351,1
58,352,1
58,137768,1
59,354,1
59,355,1
59,357,1
59,358,1
59,359,1
59,27573,1
60,360,1
60,361,1
60,6949,1
60,17982,1
61,363,1
61,364,1
61,365,1
61,366,1
61,761,1
61,152506,1
62,367,1
62,368,1
62,370,1
62,372,1
62,137769,1
62,138918,1
63,374,1
63,375,1
63,376,1
63,137770,1
63,152507,1
64,377,1
64,378,1
64,379,1
64,14321,1
64,29406,1
65,381,1
65,382,1
65,384,1
65,386,1
65,387,1
65,38456,1
65,137771,1
66,388,1
66,390,1
66,89487,1
66,152508,1
67,391,1
67,392,1
67,393,1
67,394,1
67,20391,1
68,396,1
68,397,1
68,398,1
68,32905,1
68,69767,1
69,399,1
69,400,1
69,401,1
69,76085,1
70,403,1
70,404,1
70,7873,1
70,10008,1
71,406,1
71,407,1
71,408,1
71,137772,1
71,152509,1
72,111,1
72,410,1
72,411,1
72,412,1
72,413,1
72,414,1
72,415,1
72,416,1
72,417,1
72,418,1
72,420,1
72,423,1
72,424,1
72,425,1
72,426,1
72,41011,1
72,85311,1
73,428,1
73,429,1
73,1172,1
73,56696,1
74,187,1
74,430,1
74,431,1
74,433,1
74,434,1
74,435,1
74,436,1
74,438,1
74,439,1
74,440,1
74,442,1
74,443,1
74,444,1
74,137773,1
75,445,1
75,446,1
75,448,1
75,130564,1
75,137581,1
76,449,1
76,451,1
76,452,1
76,453,1
76,31342,1
76,125678,1
77,454,1
77,455,1
77,456,1
77,10193,1
77,19948,1
78,458,1
78,459,1
78,460,1
78,461,1
78,464,1
78,465,1
78,466,1
78,467,1
78,468,1
78,469,1
78,470,1
78,152511,1
79,471,1
79,473,1
79,11994,1
79,137774,1
80,474,1
80,475,1
80,476,1
80,477,1
80,478,1
80,479,1
80,480,1
80,482,1
80,483,1
80,91210,1
81,162,1
81,485,1
81,55855,1
81,85084,1
82,487,1
82,488,1
82,489,1
82,491,1
82,492,1
82,493,1
82,494,1
82,495,1
82,152512,1
83,497,1
83,498,1
83,21018,1
83,152513,1
84,500,1
84,502,1
84,503,1
84,505,1
84,506,1
84,507,1
84,509,1
84,20757,1
84,38923,1
85,510,1
85,512,1
85,9230,1
85,40083,1
86,513,1
86,514,1
86,52834,1
86,152514,1
87,517,1
87,518,1
87,7238,1
87,48240,1
88,519,1
88,520,1
88,521,1
88,523,1
88,524,1
88,137775,1
89,525,1
89,526,1
89,528,1
89,80720,1
89,137776,1
90,529,1
90,530,1
90,531,1
90,532,1
90,152516,1
91,533,1
91,534,1
91,535,1
91,137777,1
92,536,1
92,537,1
92,538,1
92,34406,1
93,540,1
93,541,1
93,64115,1
93,106114,1
94,542,1
94,543,1
94,544,1
94,545,1
94,546,1
94,548,1
94,549,1
94,550,1
94,553,1
94,9326,1
94,137778,1
95,554,1
95,556,1
95,15947,1
95,137779,1
96,557,1
96,558,1
96,559,1
96,4567,1
97,561,1
97,562,1
97,1908,1
97,112631,1
98,565,1
98,566,1
98,567,1
98,568,1
98,11676,1
98,87625,1
99,569,1
99,571,1
99,41603,1
99,152517,1
100,228,1
100,572,1
100,573,1
100,574,1
100,575,1
100,577,1
100,578,1
100,579,1
100,581,1
100,582,1
100,583,1
100,584,1
100,585,1
100,586,1
100,587,1
100,588,1
100,591,1
100,593,1
100,594,1
100,43312,1
100,137780,1
101,596,1
101,597,1
101,598,1
101,599,1
101,600,1
101,152518,1
102,601,1
102,602,1
102,603,1
102,605,1
102,606,1
102,11797,1
103,607,1
103,609,1
103,610,1
103,103302,1
103,149697,1
104,611,1
104,612,1
104,613,1
104,614,1
104,615,1
104,616,1
104,618,1
104,137781,1
105,619,1
105,621,1
105,622,1
105,623,1
105,624,1
105,625,1
105,627,1
105,629,1
105,630,1
105,631,1
105,12200,1
105,18078,1
106,632,1
106,633,1
106,636,1
106,637,1
106,3210,1
106,137782,1
107,638,1
107,639,1
107,641,1
107,2060,1
107,13796,1
108,643,1
108,644,1
108,645,1
108,646,1
108,647,1
108,648,1
108,649,1
108,650,1
108,651,1
108,652,1
108,655,1
108,656,1
108,657,1
108,658,1
108,659,1
108,660,1
108,661,1
108,662,1
108,664,1
108,14921,1
108,30728,1
109,665,1
109,666,1
109,667,1
109,668,1
109,669,1
109,670,1
109,137783,1
109,152519,1
110,673,1
110,674,1
110,675,1
110,676,1
110,677,1
110,678,1
110,679,1
110,681,1
110,133296,1
111,682,1
111,683,1
111,684,1
111,685,1
111,56244,1
112,686,1
112,687,1
112,6697,1
112,31942,1
113,690,1
113,691,1
113,137785,1
113,152520,1
114,693,1
114,694,1
114,695,1
114,696,1
114,697,1
114,698,1
114,699,1
114,137786,1
115,700,1
115,701,1
115,702,1
115,703,1
115,704,1
115,19766,1
116,705,1
116,706,1
116,708,1
116,709,1
116,3190,1
116,37747,1
117,710,1
117,712,1
117,55189,1
117,98988,1
118,713,1
118,714,1
118,715,1
118,716,1
118,717,1
118,718,1
118,96300,1
119,720,1
119,721,1
119,6769,1
119,137787,1
120,723,1
120,724,1
120,725,1
120,726,1
120,11783,1
121,727,1
121,728,1
121,4223,1
121,37483,1
122,731,1
122,732,1
122,733,1
122,734,1
122,735,1
122,736,1
122,737,1
122,25551,1
123,738,1
123,739,1
123,741,1
123,9205,1
123,119629,1
124,742,1
124,743,1
124,744,1
124,745,1
124,747,1
124,748,1
124,749,1
124,49488,1
124,60928,1
125,753,1
125,754,1
125,755,1
125,756,1
125,757,1
125,759,1
125,760,1
125,7072,1
125,69018,1
126,761,1
126,762,1
126,763,1
126,24126,1
127,764,1
127,765,1
127,766,1
127,767,1
127,768,1
127,59603,1
128,769,1
128,770,1
128,771,1
128,773,1
128,774,1
128,775,1
128,776,1
128,116475,1
129,778,1
129,779,1
129,781,1
129,782,1
129,783,1
129,20931,1
129,32857,1
130,784,1
130,785,1
130,10021,1
130,40849,1
131,601,1
131,787,1
131,788,1
131,789,1
131,791,1
131,792,1
131,793,1
131,794,1
131,795,1
131,796,1
131,797,1
131,798,1
131,799,1
132,801,1
132,802,1
132,803,1
132,804,1
132,18172,1
133,805,1
133,806,1
133,807,1
133,808,1
133,809,1
133,810,1
133,812,1
133,15137,1
134,725,1
134,813,1
134,814,1
134,816,1
134,18872,1
134,54254,1
135,817,1
135,818,1
135,820,1
135,821,1
135,2048,1
135,75182,1
136,823,1
136,824,1
136,825,1
136,826,1
136,827,1
136,113229,1
137,828,1
137,830,1
137,12892,1
137,137789,1
138,831,1
138,832,1
138,833,1
138,834,1
138,835,1
138,838,1
138,123348,1
138,140146,1
139,839,1
139,840,1
139,841,1
139,842,1
139,843,1
139,8906,1
140,844,1
140,845,1
140,846,1
140,847,1
140,20392,1
141,848,1
141,849,1
141,851,1
141,852,1
141,44440,1
141,53140,1
142,853,1
142,854,1
142,855,1
142,858,1
142,859,1
142,860,1
142,861,1
142,862,1
142,863,1
142,865,1
142,866,1
142,867,1
142,868,1
142,869,1
142,870,1
142,871,1
142,137790,1
143,872,1
143,873,1
143,874,1
143,875,1
143,876,1
143,878,1
143,879,1
143,880,1
143,881,1
143,883,1
143,884,1
143,87326,1
144,885,1
144,886,1
144,887,1
144,889,1
144,890,1
144,137792,1
144,152524,1
145,893,1
145,894,1
145,34022,1
145,137793,1
146,895,1
146,897,1
146,899,1
146,901,1
146,902,1
146,903,1
146,904,1
146,905,1
146,24830,1
146,121767,1
147,906,1
147,907,1
147,908,1
147,909,1
147,14698,1
148,910,1
148,912,1
148,913,1
148,914,1
148,915,1
148,916,1
148,33163,1
148,120769,1
149,918,1
149,919,1
149,921,1
149,2815,1
149,86378,1
150,922,1
150,924,1
150,925,1
150,926,1
150,928,1
150,929,1
150,930,1
150,931,1
150,932,1
150,98045,1
151,933,1
151,934,1
151,15384,1
151,152525,1
152,937,1
152,938,1
152,939,1
152,940,1
152,76925,1
152,137794,1
153,941,1
153,943,1
153,2243,1
153,21086,1
154,944,1
154,946,1
154,19046,1
154,137795,1
155,947,1
155,949,1
155,950,1
155,4607,1
155,10793,1
156,952,1
156,953,1
156,58056,1
156,152526,1
157,954,1
157,955,1
157,956,1
157,3299,1
158,957,1
158,959,1
158,32018,1
158,152527,1
159,531,1
159,960,1
159,961,1
159,962,1
159,104444,1
160,964,1
160,966,1
160,967,1
160,21069,1
160,29374,1
161,928,1
161,968,1
161,969,1
161,970,1
161,971,1
161,973,1
161,975,1
161,976,1
161,9605,1
162,977,1
162,978,1
162,71712,1
162,152528,1
163,981,1
163,982,1
163,51730,1
163,137796,1
164,983,1
164,984,1
164,985,1
164,986,1
164,12510,1
164,36853,1
165,988,1
165,989,1
165,991,1
165,5821,1
165,152529,1
166,992,1
166,994,1
166,995,1
166,996,1
166,997,1
166,998,1
166,999,1
166,1001,1
166,1002,1
166,1003,1
166,137797,1
167,1004,1
167,1005,1
167,1006,1
167,2348,1
168,1007,1
168,1009,1
168,52187,1
168,104415,1
169,1010,1
169,1011,1
169,1012,1
169,1013,1
169,1015,1
169,1017,1
169,2528,1
169,50603,1
170,1018,1
170,1019,1
170,1020,1
170,1021,1
170,1022,1
170,137798,1
171,1023,1
171,1024,1
171,1027,1
171,1028,1
171,1029,1
171,1030,1
171,1031,1
171,31982,1
171,152532,1
172,1032,1
172,1033,1
172,1034,1
172,1035,1
172,137799,1
173,1036,1
173,1038,1
173,137800,1
173,152533,1
174,1040,1
174,1041,1
174,1043,1
174,1044,1
174,1045,1
174,53169,1
174,123767,1
175,1046,1
175,1047,1
175,1048,1
175,106083,1
176,1050,1
176,1051,1
176,1052,1
176,1053,1
176,1054,1
176,1056,1
176,1057,1
176,1059,1
176,60618,1
176,152534,1
177,1060,1
177,1061,1
177,1062,1
177,137802,1
178,1063,1
178,1064,1
178,1065,1
178,116491,1
179,1067,1
179,1068,1
179,137803,1
179,152535,1
180,1069,1
180,1070,1
180,1071,1
180,133391,1
181,1072,1
181,1073,1
181,1074,1
181,1077,1
181,27335,1
181,137804,1
182,437,1
182,1079,1
182,1081,1
182,1082,1
182,1084,1
182,1085,1
182,1086,1
182,1087,1
182,1088,1
182,1089,1
182,1091,1
182,77571,1
182,152536,1
183,1092,1
183,1093,1
183,1094,1
183,1095,1
183,28461,1
184,1097,1
184,1098,1
184,1099,1
184,1100,1
184,1103,1
184,1104,1
184,1105,1
184,1106,1
184,1107,1
184,1108,1
184,44917,1
184,137806,1
185,1109,1
185,1110,1
185,1111,1
185,1113,1
185,1114,1
185,3006,1
185,137807,1
186,1116,1
186,1117,1
186,1118,1
186,1119,1
186,6628,1
187,1120,1
187,1121,1
187,1122,1
187,1123,1
187,1124,1
187,152537,1
188,1125,1
188,1126,1
188,1127,1
188,1128,1
188,137808,1
189,273,1
189,816,1
189,1130,1
189,1132,1
189,1133,1
189,1134,1
189,1135,1
189,1136,1
189,1137,1
189,1138,1
189,1139,1
189,31942,1
190,536,1
190,1141,1
190,1142,1
190,1144,1
190,1145,1
190,12733,1
190,28162,1
191,1146,1
191,1147,1
191,13242,1
191,137809,1
192,268,1
192,601,1
192,889,1
192,1150,1
192,1151,1
192,1154,1
192,1155,1
192,1156,1
192,1157,1
192,1158,1
192,1159,1
192,1160,1
192,1162,1
192,1163,1
192,1165,1
192,1166,1
